,origin_id,destination_id,flow
168,9,81,1.0
169,9,89,1.0
170,9,99,1.0
171,9,101,1.0
172,9,112,1.0
173,9,118,1.0
174,9,120,1.0
175,9,124,1.0
176,9,129,1.0
177,9,131,1.0
178,9,133,1.0
179,9,137,1.0
180,9,139,1.0
181,9,143,1.0
182,9,144,1.0
183,9,154,1.0
184,9,160,1.0
185,9,161,1.0
186,9,162,1.0
187,9,163,1.0
188,9,185,2.0
189,9,190,1.0
190,9,196,1.0
191,9,204,1.0
192,9,209,1.0
193,9,214,1.0
194,9,215,1.0
195,9,217,1.25
196,9,222,1.0
197,9,225,1.0
198,9,228,1.0
199,9,229,1.0
200,9,233,1.0
201,9,235,1.0
202,9,236,1.0
203,9,245,1.0
204,10,13,1.0
205,10,20,1.0
206,10,25,1.0
207,10,38,1.0
208,10,66,1.0
209,10,122,1.0
210,10,154,1.0
211,10,177,1.0
212,10,226,1.0
213,11,0,1.0
214,11,3,1.0
215,11,12,1.0625
216,11,24,1.0
217,11,32,1.0
218,11,42,1.0
219,11,44,1.0
220,11,47,1.0
221,11,49,1.0
222,11,51,1.0
223,11,64,1.0
224,11,65,1.0
225,11,66,1.0
226,11,67,1.0
227,11,78,1.0
228,11,86,1.0
229,11,87,1.0
230,11,89,2.0
231,11,99,1.0714285714285714
232,11,106,1.0
233,11,113,1.3333333333333333
234,11,124,1.0
235,11,131,1.0
236,11,136,1.0
237,11,137,1.0
238,11,140,1.0
239,11,141,1.0
240,11,143,1.2941176470588236
241,11,147,1.0588235294117647
242,11,157,1.0
243,11,160,1.0
244,11,161,1.0
245,11,162,1.0
246,11,163,1.0
247,11,165,1.0
248,11,169,1.125
249,11,180,1.0
250,11,185,1.0
251,11,194,1.0
252,11,208,1.0
253,11,210,1.0
254,11,223,1.0
255,11,227,1.0
256,11,228,1.0
257,11,229,1.1379310344827587
258,11,230,1.0
259,11,231,1.25
260,11,232,1.0
261,11,233,1.0
262,11,235,1.0
263,11,236,1.0
264,11,238,1.0
265,11,245,1.0
266,11,248,1.0
267,11,260,1.0625
268,12,0,1.0571428571428572
269,12,3,1.0
270,12,11,1.2372881355932204
271,12,13,1.0
272,12,22,1.0
273,12,24,1.0
274,12,25,1.0
275,12,32,1.2
276,12,39,1.0
277,12,40,1.0
278,12,41,1.0
279,12,42,1.0
280,12,44,1.1754385964912282
281,12,47,1.4861111111111112
282,12,48,1.0
283,12,49,1.1521739130434783
284,12,51,1.0
285,12,53,1.0
286,12,64,1.0
287,12,65,1.0909090909090908
288,12,66,1.0
289,12,67,1.8333333333333333
290,12,68,1.0
291,12,73,1.0
292,12,74,1.1666666666666667
293,12,78,1.3333333333333333
294,12,79,1.0
295,12,81,1.0
296,12,86,1.4678899082568808
297,12,87,1.5113636363636365
298,12,89,1.3617021276595744
299,12,96,1.0
300,12,99,1.280701754385965
301,12,105,1.0
302,12,106,1.2105263157894737
303,12,111,1.0
304,12,112,1.375
305,12,113,1.2881355932203389
306,12,122,1.0
307,12,124,1.3076923076923077
308,12,126,1.0
309,12,128,1.0
310,12,131,1.0357142857142858
311,12,132,1.0
312,12,136,1.1379310344827587
313,12,137,1.35
314,12,139,1.1851851851851851
315,12,140,1.0
316,12,141,1.2173913043478262
317,12,142,1.0666666666666667
318,12,143,1.3333333333333333
319,12,144,1.0
320,12,147,1.3275862068965518
321,12,150,1.0
322,12,157,1.6597938144329898
323,12,160,1.34375
324,12,161,1.5595238095238095
325,12,162,1.1923076923076923
326,12,163,1.2222222222222223
327,12,165,1.0
328,12,168,1.0
329,12,169,1.2467532467532467
330,12,178,1.0
331,12,180,1.0833333333333333
332,12,185,1.4482758620689655
333,12,187,1.0
334,12,188,1.0
335,12,199,1.0
336,12,208,1.1
337,12,209,1.0
338,12,210,1.5051546391752577
339,12,216,1.5
340,12,222,1.0
341,12,223,1.0
342,12,225,1.0
343,12,227,1.0
344,12,228,1.0952380952380953
345,12,229,1.4803921568627452
346,12,230,2.5987261146496814
347,12,231,1.1290322580645162
348,12,232,1.1454545454545455
349,12,233,1.3
350,12,235,1.1428571428571428
351,12,236,1.1142857142857143
352,12,237,1.0
353,12,238,1.1666666666666667
354,12,243,1.0
355,12,245,1.5603448275862069
356,12,248,1.5161290322580645
357,12,254,1.0
358,12,255,1.0
359,12,260,1.2318840579710144
360,12,261,1.0
361,12,262,1.0
362,13,20,1.0
363,13,21,1.0
364,13,25,1.0
365,13,28,1.0
366,13,38,1.0
367,13,44,1.0
368,13,47,1.0
369,13,48,1.0
370,13,51,1.0
371,13,54,1.0
372,13,60,1.3333333333333333
373,13,66,1.0
374,13,75,1.0
375,13,88,1.0
376,13,105,1.0
377,13,131,1.0
378,13,132,1.0
379,13,136,1.0
380,13,147,1.0
381,13,160,1.0
382,13,169,1.0
383,13,180,1.0
384,13,187,1.0
385,13,189,1.0
386,13,202,1.0
387,13,204,1.0
388,13,215,1.0
389,13,224,1.0
390,13,226,1.0
391,13,229,1.0
392,13,248,1.0
393,14,8,1.0
394,14,15,1.0
395,14,63,1.0
396,14,82,1.0
397,14,137,1.0
398,14,140,1.0
399,14,161,1.0
400,15,8,1.0
401,15,75,1.0
402,15,97,1.0
403,15,113,1.0
404,15,174,1.0
405,15,204,1.0
406,16,24,1.0
407,16,25,1.0
408,16,32,1.0
409,16,33,1.0
410,16,34,1.0
411,16,35,1.0
412,16,36,1.0
413,16,38,1.0
414,16,44,1.0
415,16,48,1.0
416,16,60,1.0
417,16,64,1.0
418,16,65,1.0
419,16,67,1.0
420,16,68,1.0
421,16,75,2.0
422,16,78,1.0
423,16,86,1.0
424,16,96,1.0
425,16,106,1.0
426,16,113,1.0
427,16,126,1.0
428,16,131,1.0
429,16,132,1.0
430,16,136,1.0
431,16,137,1.0
432,16,140,1.0
433,16,143,1.0
434,16,147,1.0
435,16,160,1.0
436,16,163,1.0
437,16,169,1.0
438,16,176,1.0
439,16,177,1.0
440,16,180,1.0
441,16,187,1.0
442,16,188,1.0
443,16,196,1.0
444,16,211,1.0
445,16,215,1.0
446,16,216,1.0
447,16,222,1.0
448,16,224,1.0
449,16,231,1.0
450,16,243,1.0
451,16,249,1.0
452,16,254,1.0
453,16,255,1.0
454,16,260,1.0
455,16,262,1.0
456,17,41,1.0
457,17,46,1.0
458,17,67,1.0
459,17,75,1.0
460,17,115,1.0
461,17,125,1.0
462,17,150,1.0
463,17,166,1.0
464,17,168,1.0
465,17,173,1.0
466,17,231,1.0
467,17,239,1.0
468,17,240,1.0
469,17,242,1.0
470,17,243,1.0
471,17,245,1.0
472,18,94,1.0
473,18,121,1.0
474,18,130,1.0
475,18,137,1.0
476,18,174,1.0
477,18,190,1.0
478,18,259,1.0
479,19,17,1.0
480,19,40,1.0
481,19,41,1.0
482,19,46,1.0
483,19,47,1.0
484,19,50,1.0
485,19,74,1.0
486,19,135,1.0
487,19,167,1.0
488,19,215,1.0
489,19,219,1.0
490,19,258,1.0
491,20,13,1.0
492,20,21,1.0
493,20,54,1.0
494,20,66,1.0
495,20,88,1.0
496,20,107,1.0
497,20,122,1.0
498,20,132,1.0
499,20,139,1.0
500,20,148,1.0
501,20,154,1.0
502,20,226,1.0
503,21,10,1.0
504,21,13,1.0
505,21,20,1.0
506,21,28,1.0
507,21,66,1.0
508,21,73,1.0
509,21,107,1.0
510,21,122,1.0
511,21,136,1.0
512,21,148,1.0
513,21,177,1.0
514,21,180,1.0
515,21,208,1.0
516,21,221,1.0
517,21,231,1.0
518,21,260,1.0
519,23,0,1.0
520,23,6,1.0
521,23,12,1.0
522,23,40,1.2388059701492538
523,23,41,1.0384615384615385
524,23,42,1.0980392156862746
525,23,47,1.1923076923076923
526,23,49,1.0434782608695652
527,23,67,1.0869565217391304
528,23,68,1.0
529,23,73,1.295774647887324
530,23,74,1.4814814814814814
531,23,78,1.0
532,23,79,1.0
533,23,89,1.0
534,23,94,1.0
535,23,96,1.0
536,23,99,1.0
537,23,106,1.0
538,23,112,1.0
539,23,115,1.1363636363636365
540,23,124,1.0
541,23,127,1.0
542,23,131,1.0
543,23,136,1.0
544,23,137,1.0
545,23,139,1.103448275862069
546,23,140,1.2173913043478262
547,23,141,1.3176470588235294
548,23,142,1.2
549,23,143,1.0
550,23,144,1.0
551,23,147,1.0
552,23,150,1.6095238095238096
553,23,151,1.1538461538461537
554,23,157,1.0
555,23,158,1.0
556,23,160,1.0454545454545454
557,23,161,1.0
558,23,162,1.1162790697674418
559,23,163,1.0
560,23,165,1.5327102803738317
561,23,169,1.1538461538461537
562,23,180,1.0
563,23,185,1.0588235294117647
564,23,190,1.0
565,23,197,1.0
566,23,210,1.0
567,23,228,1.0833333333333333
568,23,229,1.0
569,23,230,1.0
570,23,231,1.0
571,23,232,1.1428571428571428
572,23,233,1.0909090909090908
573,23,235,1.6422018348623852
574,23,236,1.2241379310344827
575,23,237,2.3087248322147653
576,23,238,2.1214285714285714
577,23,242,1.0
578,23,243,1.0476190476190477
579,23,245,1.1428571428571428
580,23,246,1.0
581,23,248,1.0
582,23,261,1.0714285714285714
583,23,262,1.16
584,24,3,1.0
585,24,8,1.0
586,24,16,1.0
587,24,32,1.0714285714285714
588,24,33,1.0
589,24,36,1.0
590,24,39,1.0
591,24,42,1.0
592,24,44,1.0
593,24,48,1.0
594,24,51,1.0
595,24,55,1.0
596,24,60,1.0
597,24,61,1.0
598,24,62,1.0
599,24,64,1.0
600,24,65,1.0
601,24,67,1.0
602,24,70,1.0
603,24,75,1.0
604,24,78,1.0
605,24,86,1.0
606,24,87,1.0
607,24,90,1.0
608,24,96,1.2
609,24,101,1.0
610,24,105,1.0
611,24,106,1.0
612,24,111,1.0
613,24,112,1.0
614,24,113,1.0
615,24,129,1.0
616,24,136,1.0
617,24,137,1.0
618,24,140,1.0
619,24,147,1.0
620,24,149,1.0
621,24,154,1.0
622,24,160,1.0
623,24,162,1.0
624,24,176,1.0
625,24,180,1.0
626,24,185,1.0
627,24,187,1.0
628,24,188,1.0
629,24,189,1.0
630,24,194,1.0
631,24,197,1.0
632,24,210,1.0
633,24,216,1.0
634,24,221,1.0
635,24,224,1.0
636,24,227,1.0
637,24,229,1.0
638,24,230,1.0
639,24,232,1.0
640,24,237,1.0
641,24,248,1.0
642,24,254,1.0
643,24,255,1.0
644,24,259,1.0
645,24,260,1.0
646,25,13,1.0
647,25,21,1.0
648,25,28,1.0
649,25,38,1.0
650,25,44,1.0
651,25,61,1.5
652,25,70,1.0
653,25,71,1.0
654,25,75,1.0
655,25,76,1.0
656,25,88,1.0
657,25,106,1.0
658,25,122,1.0
659,25,148,1.0
660,25,154,1.0
661,25,164,1.0
662,25,177,1.0
663,25,187,1.0
664,25,209,1.0
665,25,216,1.0
666,25,221,1.0
667,25,226,1.0
668,25,227,1.0
669,25,230,1.0
670,25,231,1.0
671,25,260,1.0
672,27,6,1.0
673,27,9,1.0
674,27,15,1.0
675,27,48,1.0
676,27,52,1.0
677,27,73,1.0
678,27,74,1.0
679,27,75,1.0
680,27,81,1.0
681,27,86,1.0
682,27,91,1.0
683,27,92,1.0
684,27,94,1.0
685,27,100,1.0
686,27,113,1.0
687,27,120,1.0
688,27,128,1.0
689,27,129,1.0
690,27,131,1.0
691,27,133,1.0
692,27,134,1.0
693,27,140,1.0
694,27,154,1.0
695,27,156,1.0
696,27,158,1.0
697,27,159,1.0
698,27,160,1.0
699,27,166,1.0
700,27,169,1.0
701,27,174,1.0
702,27,176,1.0
703,27,190,1.0
704,27,192,2.0
705,27,196,1.0
706,27,215,1.0
707,27,217,1.0
708,27,231,1.0
709,27,232,1.0
710,27,241,1.0
711,27,257,1.0
712,28,9,1.0
713,28,10,1.0
714,28,13,1.0
715,28,38,1.0
716,28,54,1.0
717,28,75,1.0
718,28,85,1.0
719,28,88,1.0
720,28,90,1.0
721,28,122,1.0
722,28,154,1.0
723,28,180,1.0
724,28,209,1.0
725,28,221,1.5
726,31,30,1.0
727,31,41,1.0
728,31,47,1.0
729,31,73,1.0
730,31,75,1.0
731,31,91,1.0
732,31,135,1.0
733,31,152,1.0
734,31,160,1.0
735,31,173,1.0
736,31,212,1.0
737,31,234,1.0
738,31,243,1.0
739,31,258,1.0
740,32,13,1.0
741,32,16,1.0
742,32,21,1.0
743,32,23,1.0
744,32,24,1.2
745,32,34,1.0
746,32,36,1.0
747,32,38,1.0
748,32,39,1.0
749,32,40,1.0
750,32,42,1.0
751,32,44,1.0
752,32,47,1.0
753,32,48,1.0
754,32,49,1.0
755,32,51,1.0
756,32,53,1.0
757,32,60,1.0
758,32,61,1.0
759,32,64,1.0
760,32,65,1.0666666666666667
761,32,74,1.0
762,32,76,1.0
763,32,78,1.0
764,32,84,1.0
765,32,86,1.0
766,32,87,1.2
767,32,88,1.0
768,32,89,1.0
769,32,90,1.0
770,32,92,1.0
771,32,96,1.0
772,32,99,1.0
773,32,105,1.0
774,32,106,1.0
775,32,111,1.0
776,32,112,1.0
777,32,113,1.0
778,32,124,1.0
779,32,131,1.0
780,32,132,1.0
781,32,136,1.0
782,32,137,1.0
783,32,139,1.0
784,32,140,1.0
785,32,143,1.0
786,32,147,1.0
787,32,160,1.0
788,32,161,1.0
789,32,162,1.0
790,32,164,1.0
791,32,169,1.0714285714285714
792,32,172,1.0
793,32,173,1.0
794,32,177,1.0
795,32,180,1.0
796,32,185,1.0
797,32,187,1.0
798,32,188,1.3333333333333333
799,32,189,1.0
800,32,194,1.25
801,32,197,1.0
802,32,208,1.0
803,32,210,1.0
804,32,215,1.0
805,32,216,1.0
806,32,222,1.0
807,32,224,1.0
808,32,228,1.0
809,32,229,1.0
810,32,230,1.0
811,32,232,1.0
812,32,233,1.0
813,32,235,1.0
814,32,236,1.0
815,32,237,1.0
816,32,238,1.0
817,32,245,1.0
818,32,248,1.0
819,32,254,1.0
820,32,255,1.0
821,32,260,1.0
822,32,262,1.0
823,33,64,1.0
824,33,65,1.0
825,33,73,1.0
826,33,86,1.0
827,33,88,1.0
828,33,131,1.0
829,33,139,1.0
830,33,143,1.0
831,33,147,1.0
832,33,216,1.0
833,33,254,1.0
834,33,255,1.0
835,34,16,1.0
836,34,36,1.0
837,34,37,1.0
838,34,38,1.0
839,34,48,1.0
840,34,54,1.0
841,34,60,1.0
842,34,61,1.0
843,34,62,1.0
844,34,65,1.0
845,34,70,1.0
846,34,71,1.0
847,34,75,1.0
848,34,76,1.0
849,34,77,1.0
850,34,79,1.0
851,34,86,1.0
852,34,94,1.0
853,34,123,1.0
854,34,130,1.0
855,34,133,1.0
856,34,136,1.0
857,34,148,1.0
858,34,176,1.0
859,34,180,1.0
860,34,187,1.0
861,34,190,1.0
862,34,197,1.0
863,34,221,1.0
864,34,224,1.0
865,34,226,1.0
866,34,240,1.0
867,35,3,1.0
868,35,16,1.0
869,35,36,1.0
870,35,55,1.0
871,35,60,1.0
872,35,76,1.0
873,35,79,1.0
874,35,93,1.0
875,35,95,1.0
876,35,131,1.0
877,35,139,1.0
878,35,147,1.0
879,35,163,1.0
880,35,174,1.0
881,35,176,1.0
882,35,181,1.0
883,35,187,1.0
884,35,194,1.0
885,35,195,2.0
886,35,222,1.0
887,35,235,1.0
888,36,9,1.0
889,36,16,1.0
890,36,25,1.0
891,36,34,1.0
892,36,35,1.0
893,36,38,1.0
894,36,40,1.0
895,36,41,1.0
896,36,54,1.0
897,36,60,1.0
898,36,70,1.0
899,36,71,1.0
900,36,75,1.0
901,36,76,1.0
902,36,79,1.0
903,36,81,1.0
904,36,89,1.0
905,36,90,1.0
906,36,96,1.0
907,36,97,1.0
908,36,106,1.0
909,36,111,1.0
910,36,123,1.0
911,36,137,1.0
912,36,139,1.0
913,36,140,1.0
914,36,156,1.0
915,36,159,1.0
916,36,169,1.0
917,36,176,1.0
918,36,178,1.0
919,36,180,1.0
920,36,187,1.0
921,36,196,1.0
922,36,197,1.0
923,36,215,1.0
924,36,224,1.0
925,36,225,1.0
926,36,233,1.0
927,36,254,1.0
928,36,255,1.0
929,37,27,1.0
930,37,60,1.0
931,37,71,1.0
932,37,100,1.0
933,37,129,1.0
934,37,131,1.0
935,37,133,1.0
936,37,136,1.0
937,37,138,1.0
938,37,139,1.0
939,37,190,1.0
940,37,202,1.0
941,37,204,1.0
942,38,16,1.0
943,38,34,1.0
944,38,36,1.0
945,38,37,1.0
946,38,60,1.0
947,38,61,1.0
948,38,64,1.0
949,38,70,1.0
950,38,71,1.0
951,38,75,1.0
952,38,76,1.0
953,38,77,1.0
954,38,84,1.0
955,38,88,1.0
956,38,90,1.0
957,38,106,1.0
958,38,122,1.0
959,38,129,1.0
960,38,131,1.0
961,38,149,1.0
962,38,154,1.0
963,38,176,1.0
964,38,180,1.0
965,38,187,1.0
966,38,197,1.0
967,38,204,1.0
968,38,209,1.0
969,38,217,1.0
970,38,218,1.0
971,38,221,1.0
972,38,257,1.0
973,38,260,1.0
974,39,12,1.0
975,39,24,1.0
976,39,32,1.0
977,39,33,1.0
978,39,51,1.0
979,39,54,1.0
980,39,65,1.0
981,39,67,1.0
982,39,96,1.0
983,39,105,1.0
984,39,136,1.0
985,39,143,1.0
986,39,147,1.0
987,39,161,1.0
988,39,163,1.0
989,39,164,1.0
990,39,169,1.0
991,39,177,1.0
992,39,180,1.0
993,39,194,1.0
994,39,226,1.0
995,39,227,1.0
996,39,233,1.0
997,39,248,1.0
998,39,260,1.0
999,40,9,1.0
1000,40,19,1.0
1001,40,23,1.4
1002,40,31,1.0
1003,40,41,1.6
1004,40,42,1.162162162162162
1005,40,44,1.0
1006,40,47,1.0476190476190477
1007,40,49,1.0555555555555556
1008,40,50,1.0
1009,40,57,1.0
1010,40,59,1.0
1011,40,65,1.0
1012,40,66,1.0
1013,40,67,1.0
1014,40,68,1.1666666666666667
1015,40,71,1.0
1016,40,73,1.7757009345794392
1017,40,74,1.4343434343434343
1018,40,77,1.0
1019,40,78,1.0
1020,40,81,1.0
1021,40,86,1.0
1022,40,87,1.0
1023,40,89,1.0
1024,40,90,1.0
1025,40,93,1.0
1026,40,99,1.0
1027,40,106,1.0
1028,40,112,1.0
1029,40,113,1.0
1030,40,115,1.169811320754717
1031,40,118,1.0
1032,40,125,1.0
1033,40,126,1.0
1034,40,129,1.0
1035,40,131,1.0
1036,40,135,1.0
1037,40,136,1.0
1038,40,137,1.15
1039,40,139,1.0416666666666667
1040,40,140,1.0
1041,40,141,1.1864406779661016
1042,40,142,1.1428571428571428
1043,40,143,1.0
1044,40,146,1.0
1045,40,147,1.0
1046,40,150,1.356164383561644
1047,40,151,1.2195121951219512
1048,40,158,1.0
1049,40,160,1.2666666666666666
1050,40,161,1.0
1051,40,162,1.1578947368421053
1052,40,163,1.0
1053,40,165,1.5982905982905984
1054,40,166,1.0
1055,40,167,1.0
1056,40,168,1.0
1057,40,169,1.0
1058,40,176,1.0
1059,40,178,1.0
1060,40,181,1.0
1061,40,185,1.0
1062,40,196,1.0
1063,40,208,1.0
1064,40,210,1.0
1065,40,212,1.0
1066,40,219,1.0
1067,40,222,1.0
1068,40,228,1.0
1069,40,229,1.105263157894737
1070,40,230,1.0
1071,40,231,1.0
1072,40,232,1.2
1073,40,233,1.0
1074,40,234,1.0
1075,40,235,1.196969696969697
1076,40,236,1.03125
1077,40,237,1.4137931034482758
1078,40,238,1.2388059701492538
1079,40,241,1.0
1080,40,242,1.0909090909090908
1081,40,243,1.1071428571428572
1082,40,245,1.0
1083,40,246,1.0
1084,40,248,1.0
1085,40,249,1.0
1086,40,253,1.0
1087,40,258,1.0
1088,40,261,1.0
1089,40,262,1.15625
1090,41,2,1.0
1091,41,3,1.0
1092,41,6,1.0
1093,41,17,1.0
1094,41,23,1.0
1095,41,30,1.0
1096,41,31,1.0
1097,41,40,1.4482758620689655
1098,41,42,1.0
1099,41,44,1.0
1100,41,47,1.0
1101,41,49,1.0
1102,41,55,1.0
1103,41,65,1.0
1104,41,67,1.0
1105,41,68,1.0
1106,41,73,1.171875
1107,41,74,1.3333333333333333
1108,41,77,1.0
1109,41,78,1.0
1110,41,86,1.0
1111,41,87,1.0
1112,41,89,1.0
1113,41,93,1.0
1114,41,94,1.0
1115,41,96,1.0
1116,41,99,1.0
1117,41,106,1.0
1118,41,115,1.103448275862069
1119,41,118,1.0
1120,41,119,1.0
1121,41,120,1.0
1122,41,121,1.0
1123,41,126,1.0
1124,41,127,1.0
1125,41,128,1.0
1126,41,131,1.0
1127,41,134,1.0
1128,41,135,1.0
1129,41,136,1.0
1130,41,137,1.0666666666666667
1131,41,139,1.1666666666666667
1132,41,140,1.0
1133,41,141,1.1428571428571428
1134,41,142,1.0
1135,41,143,1.0
1136,41,146,1.0
1137,41,147,1.0
1138,41,150,1.0555555555555556
1139,41,151,1.1538461538461537
1140,41,152,1.0
1141,41,157,1.0
1142,41,158,1.0
1143,41,160,1.0
1144,41,161,1.0
1145,41,162,1.0
1146,41,163,1.0
1147,41,165,1.1470588235294117
1148,41,166,1.0
1149,41,167,1.0
1150,41,168,1.0
1151,41,169,1.0
1152,41,173,1.0
1153,41,181,1.0
1154,41,184,1.0
1155,41,185,1.0
1156,41,195,1.0
1157,41,196,1.0
1158,41,211,1.0
1159,41,212,1.0
1160,41,214,1.0
1161,41,219,1.0
1162,41,225,1.0
1163,41,228,1.0
1164,41,229,1.1
1165,41,230,1.0
1166,41,232,1.0
1167,41,233,1.0
1168,41,234,1.0
1169,41,235,1.1538461538461537
1170,41,236,1.0
1171,41,237,1.0476190476190477
1172,41,238,1.2352941176470589
1173,41,239,1.0
1174,41,240,1.0
1175,41,241,1.0
1176,41,242,1.0
1177,41,243,1.0
1178,41,245,1.0
1179,41,246,1.125
1180,41,247,1.0
1181,41,248,1.0
1182,41,249,1.0
1183,41,251,1.0
1184,41,253,1.0
1185,41,255,1.0
1186,41,258,1.0
1187,41,261,1.0
1188,41,262,1.0
1189,42,0,1.0
1190,42,3,1.0
1191,42,6,1.0
1192,42,11,1.0
1193,42,12,1.105263157894737
1194,42,15,1.0
1195,42,16,2.0
1196,42,23,1.2982456140350878
1197,42,24,1.0
1198,42,30,1.0
1199,42,32,1.0
1200,42,33,1.0
1201,42,39,1.0
1202,42,40,1.3695652173913044
1203,42,41,1.1702127659574468
1204,42,44,1.1111111111111112
1205,42,47,2.6012658227848102
1206,42,48,1.0
1207,42,49,1.5116279069767442
1208,42,51,1.0
1209,42,60,1.0
1210,42,62,1.0
1211,42,64,1.0
1212,42,65,1.0
1213,42,67,2.032258064516129
1214,42,69,1.0
1215,42,73,1.3076923076923077
1216,42,74,1.639344262295082
1217,42,78,1.3333333333333333
1218,42,79,1.0
1219,42,81,1.0
1220,42,86,1.0454545454545454
1221,42,87,1.0869565217391304
1222,42,88,1.0
1223,42,89,1.2698412698412698
1224,42,91,1.0
1225,42,96,1.0
1226,42,99,1.8492063492063493
1227,42,105,1.0
1228,42,106,1.2941176470588236
1229,42,111,1.0
1230,42,112,1.28125
1231,42,113,1.2444444444444445
1232,42,115,1.0714285714285714
1233,42,120,1.0
1234,42,124,1.0
1235,42,125,1.0
1236,42,126,1.0
1237,42,131,1.0
1238,42,136,1.2258064516129032
1239,42,137,1.3513513513513513
1240,42,139,2.1986301369863015
1241,42,140,2.9578313253012047
1242,42,141,6.740331491712707
1243,42,142,2.414473684210526
1244,42,143,1.196078431372549
1245,42,144,1.2
1246,42,145,1.0
1247,42,147,1.2083333333333333
1248,42,150,1.7238805970149254
1249,42,151,1.0909090909090908
1250,42,156,1.0
1251,42,157,1.32
1252,42,160,9.727777777777778
1253,42,161,3.0116959064327484
1254,42,162,5.292817679558011
1255,42,163,2.3043478260869565
1256,42,165,1.592920353982301
1257,42,167,1.0
1258,42,169,1.9779411764705883
1259,42,180,1.0
1260,42,181,1.0
1261,42,185,1.7583333333333333
1262,42,188,1.0
1263,42,192,1.0
1264,42,193,1.0
1265,42,195,1.0
1266,42,201,1.0
1267,42,208,1.1111111111111112
1268,42,210,1.3488372093023255
1269,42,214,1.0
1270,42,216,1.0
1271,42,219,1.0
1272,42,222,1.0
1273,42,223,1.0
1274,42,225,1.0
1275,42,228,1.8976377952755905
1276,42,229,5.30635838150289
1277,42,230,1.2439024390243902
1278,42,231,1.0
1279,42,232,1.5555555555555556
1280,42,233,2.0
1281,42,235,7.461538461538462
1282,42,236,8.241758241758241
1283,42,237,4.215909090909091
